,EVENT_DATE,EVENT_TYPE,ADMIN1,FATALITIES
1034,2010-09-03,Riots/Protests,Nyeri,0
1035,2010-09-06,Violence against civilians,Uasin Gishu,0
1036,2010-09-08,Riots/Protests,Nairobi,0
1037,2010-09-10,Violence against civilians,Lamu,0
1038,2010-09-11,Riots/Protests,Taita Taveta,0
1039,2010-10-01,Strategic development,Garissa,0
1040,2010-10-03,Violence against civilians,Turkana,3
1041,2010-10-03,Battle-No change of territory,Nairobi,7
1042,2010-10-07,Violence against civilians,Nairobi,2
1043,2010-10-11,Riots/Protests,Taita Taveta,0
1044,2010-10-12,Battle-No change of territory,Marsabit,0
1045,2010-11-01,Violence against civilians,Nairobi,1
1046,2010-11-01,Battle-No change of territory,Nairobi,0
1047,2010-11-03,Riots/Protests,Nairobi,0
1048,2010-11-07,Strategic development,Mandera,0
1049,2010-12-02,Riots/Protests,Kilifi,0
1050,2010-12-11,Riots/Protests,Nairobi,0
1051,2010-12-11,Battle-No change of territory,Kilifi,3
1052,2010-12-12,Violence against civilians,Nyeri,1
1053,2011-01-01,Violence against civilians,Samburu,0
1054,2011-01-02,Strategic development,Tana River,0
1055,2011-01-02,Riots/Protests,Nairobi,0
1056,2011-01-02,Violence against civilians,Turkana,0
1057,2011-01-02,Violence against civilians,Turkana,1
1058,2011-01-03,Battle-No change of territory,Tana River,0
1059,2011-01-03,Battle-No change of territory,Garissa,0
1060,2011-01-05,Violence against civilians,Nairobi,0
1061,2011-01-05,Battle-No change of territory,Kirinyaga,0
1062,2011-01-07,Riots/Protests,Garissa,2
1063,2011-01-10,Violence against civilians,Lamu,1
1064,2011-01-10,Battle-No change of territory,Lamu,0
1065,2011-02-02,Violence against civilians,Nakuru,0
1066,2011-02-03,Strategic development,Mandera,0
1067,2011-02-06,Remote violence,Mandera,4
1068,2011-03-01,Riots/Protests,Siaya,0
1069,2011-03-01,Riots/Protests,Kakamega,0
1070,2011-03-01,Riots/Protests,Kakamega,0
1071,2011-03-01,Riots/Protests,Kakamega,0
1072,2011-03-02,Violence against civilians,Nakuru,0
1073,2011-03-02,Violence against civilians,Nakuru,0
1074,2011-03-02,Battle-No change of territory,Nakuru,0
1075,2011-03-05,Violence against civilians,Turkana,5
1076,2011-03-05,Violence against civilians,Turkana,38
1077,2011-04-02,Violence against civilians,Kisumu,0
1078,2011-04-02,Battle-No change of territory,Garissa,1
1079,2011-04-02,Riots/Protests,Taita Taveta,0
1080,2011-04-02,Riots/Protests,Taita Taveta,0
1081,2011-04-06,Remote violence,Nairobi,2
1082,2011-04-06,Violence against civilians,Kitui,0
1083,2011-04-11,Violence against civilians,Meru,1
1084,2011-04-11,Violence against civilians,Lamu,7
1085,2011-05-02,Violence against civilians,Migori,1
1086,2011-05-05,Strategic development,Lamu,0
1087,2011-05-05,Violence against civilians,Turkana,5
1088,2011-05-11,Violence against civilians,Garissa,2
1089,2011-05-11,Battle-No change of territory,Mandera,0
1090,2011-06-09,Riots/Protests,Nairobi,0
1091,2011-06-11,Battle-No change of territory,Mandera,0
1092,2011-07-01,Violence against civilians,Garissa,1
1093,2011-07-02,Violence against civilians,Mandera,2
1094,2011-07-02,Violence against civilians,Garissa,0
1095,2011-07-07,Riots/Protests,Nairobi,0
1096,2011-08-01,Violence against civilians,Nairobi,0
1097,2011-08-03,Violence against civilians,Taita Taveta,0
1098,2011-08-05,Remote violence,Kajiado,4
1099,2011-09-02,Battle-No change of territory,Nairobi,0
1100,2011-09-04,Riots/Protests,Mombasa,0
1101,2011-09-05,Remote violence,Kajiado,0
1102,2011-10-02,Battle-No change of territory,Mombasa,2
1103,2011-10-07,Battle-No change of territory,Nairobi,0
1104,2011-10-09,Violence against civilians,Lamu,1
1105,2011-11-01,Strategic development,Tana River,0
1106,2011-11-02,Riots/Protests,Taita Taveta,0
1107,2011-11-04,Violence against civilians,Mombasa,1
1108,2011-11-05,Headquarters or base established,Turkana,0
1109,2011-11-05,Riots/Protests,Nairobi,0
1110,2011-11-12,Remote violence,Mandera,0
1111,2011-11-12,Remote violence,Wajir,1
1112,2011-12-04,Riots/Protests,Mombasa,0
1113,2011-12-06,Violence against civilians,Turkana,11
1114,2012-01-01,Violence against civilians,Garissa,2
1115,2012-01-01,Battle-No change of territory,Lamu,3
1116,2012-01-01,Battle-No change of territory,Baringo,0
1117,2012-01-06,Riots/Protests,Nyamira,0
1118,2012-01-06,Violence against civilians,Turkana,1
1119,2012-01-07,Strategic development,Garissa,0
1120,2012-01-07,Violence against civilians,Turkana,3
1121,2012-01-07,Violence against civilians,Garissa,17
1122,2012-01-07,Violence against civilians,Turkana,3
1123,2012-01-08,Riots/Protests,Mombasa,0
1124,2012-01-08,Strategic development,Nairobi,0
1125,2012-01-08,Remote violence,Nairobi,0
1126,2012-01-10,Battle-No change of territory,Garissa,0
1127,2012-01-10,Violence against civilians,Garissa,0
1128,2012-01-11,Riots/Protests,Kisumu,3
1129,2012-02-02,Remote violence,Mandera,0
1130,2012-02-10,Battle-No change of territory,Garissa,2
1131,2012-02-10,Violence against civilians,Mombasa,0
1132,2012-02-10,Strategic development,Garissa,0
1133,2012-02-11,Battle-No change of territory,Mandera,1
1134,2012-03-01,Remote violence,Mandera,0
1135,2012-03-04,Strategic development,Mombasa,0
1136,2012-03-06,Strategic development,Mombasa,0
1137,2012-03-06,Violence against civilians,Mombasa,0
1138,2012-03-06,Violence against civilians,Mombasa,0
1139,2012-03-06,Violence against civilians,Mombasa,0
1140,2012-03-08,Violence against civilians,Nairobi,1
1141,2012-03-09,Riots/Protests,Nairobi,0
1142,2012-03-09,Riots/Protests,Muranga,0
1143,2012-03-10,Strategic development,Kilifi,0
1144,2012-03-10,Strategic development,Kilifi,0
1145,2012-03-10,Strategic development,Wajir,0
1146,2012-03-10,Strategic development,Kwale,0
1147,2012-03-10,Strategic development,Lamu,0
1148,2012-03-12,Battle-No change of territory,Mombasa,0
1149,2012-04-01,Battle-No change of territory,Marsabit,6
1150,2012-04-04,Riots/Protests,Kiambu,0
1151,2012-04-04,Strategic development,Nairobi,0
1152,2012-04-05,Strategic development,Garissa,0
1153,2012-04-07,Violence against civilians,Isiolo,0
1154,2012-04-07,Violence against civilians,Mandera,1
1155,2012-04-07,Riots/Protests,Mombasa,0
1156,2012-04-07,Strategic development,Mombasa,0
1157,2012-04-09,Violence against civilians,Siaya,0
1158,2012-04-10,Violence against civilians,Kilifi,1
1159,2012-04-10,Battle-No change of territory,Kilifi,3
1160,2012-04-11,Violence against civilians,Garissa,1
1161,2012-04-11,Violence against civilians,Mandera,4
1162,2012-04-11,Strategic development,Embu,0
1163,2012-05-01,Remote violence,Garissa,0
1164,2012-05-06,Battle-No change of territory,Siaya,2
1165,2012-05-07,Strategic development,Nakuru,0
1166,2012-05-11,Battle-No change of territory,Mandera,2
1167,2012-05-11,Riots/Protests,Embu,0
1168,2012-05-11,Battle-No change of territory,Samburu,12
1169,2012-05-12,Violence against civilians,Nairobi,1
1170,2012-06-03,Riots/Protests,Mombasa,0
1171,2012-06-03,Riots/Protests,Garissa,0
1172,2012-06-05,Riots/Protests,Vihiga,0
1173,2012-06-06,Riots/Protests,Nakuru,0
1174,2012-06-06,Riots/Protests,Uasin Gishu,0
1175,2012-06-06,Battle-No change of territory,Bungoma,0
1176,2012-06-11,Remote violence,Nairobi,0
1177,2012-06-11,Battle-No change of territory,Mandera,2
1178,2012-07-05,Riots/Protests,Nyandarua,0
1179,2012-07-06,Riots/Protests,Kilifi,0
1180,2012-07-09,Violence against civilians,Tana River,11
1181,2012-07-09,Battle-No change of territory,Tana River,0
1182,2012-07-10,Strategic development,Mombasa,0
1183,2012-07-12,Violence against civilians,Nairobi,5
1184,2012-08-02,Strategic development,Marsabit,0
1185,2012-08-03,Riots/Protests,Kajiado,0
1186,2012-08-05,Riots/Protests,Nairobi,0
1187,2012-08-05,Violence against civilians,Marsabit,3
1188,2012-08-10,Violence against civilians,Garissa,1
1189,2012-08-10,Strategic development,Mombasa,0
1190,2012-08-10,Strategic development,Garissa,0
1191,2012-08-11,Violence against civilians,Nairobi,0
1192,2012-09-03,Riots/Protests,Nairobi,0
1193,2012-09-04,Violence against civilians,Nairobi,0
1194,2012-09-06,Riots/Protests,Kiambu,0
1195,2012-09-07,Riots/Protests,Busia,0
1196,2012-09-08,Strategic development,Garissa,0
1197,2012-09-09,Violence against civilians,Tana River,1
1198,2012-09-09,Violence against civilians,Tana River,1
1199,2012-09-10,Riots/Protests,Embu,0
1200,2012-09-10,Riots/Protests,Nairobi,0
1201,2012-09-12,Violence against civilians,Trans Nzoia,1
1202,2012-09-12,Battle-No change of territory,Garissa,1
1203,2012-09-12,Strategic development,Mandera,0
1204,2012-10-01,Strategic development,Nairobi,0
1205,2012-10-03,Violence against civilians,Nairobi,9
1206,2012-10-04,Violence against civilians,Kilifi,0
1207,2012-10-06,Strategic development,Kajiado,6
1208,2012-10-06,Riots/Protests,Nyamira,0
1209,2012-10-08,Riots/Protests,Trans Nzoia,0
1210,2012-10-09,Violence against civilians,Tana River,29
1211,2012-10-09,Battle-No change of territory,Tana River,9
1212,2012-10-11,Riots/Protests,Trans Nzoia,0
1213,2012-10-11,Battle-No change of territory,Turkana,42
1214,2012-10-12,Riots/Protests,Nairobi,0
1215,2012-10-12,Strategic development,Mombasa,0
1216,2012-10-12,Riots/Protests,Muranga,0
1217,2012-10-12,Battle-No change of territory,Kilifi,3
1218,2012-11-01,Violence against civilians,Garissa,4
1219,2012-11-01,Violence against civilians,Garissa,0
1220,2012-11-01,Battle-No change of territory,Wajir,3
1221,2012-11-01,Battle-No change of territory,Garissa,3
1222,2012-11-03,Riots/Protests,Kiambu,0
1223,2012-11-03,Riots/Protests,Muranga,0
1224,2012-11-03,Violence against civilians,Tana River,1
1225,2012-11-04,Violence against civilians,Mombasa,1
1226,2012-11-04,Remote violence,Taita Taveta,0
1227,2012-11-06,Riots/Protests,Mombasa,0
1228,2012-11-06,Riots/Protests,Nyamira,0
1229,2012-11-07,Riots/Protests,Narok,0
1230,2012-11-07,Violence against civilians,Busia,0
1231,2012-11-09,Violence against civilians,Tana River,0
1232,2012-11-09,Violence against civilians,Tana River,4
1233,2012-11-09,Violence against civilians,Tana River,0
1234,2012-11-09,Violence against civilians,Tana River,0
1235,2012-11-11,Riots/Protests,Trans Nzoia,0
1236,2012-11-12,Riots/Protests,Taita Taveta,0
1237,2012-11-12,Strategic development,Wajir,0
1238,2012-11-12,Violence against civilians,Nyeri,1
1239,2012-12-04,Strategic development,Nairobi,0
1240,2012-12-06,Riots/Protests,Bungoma,0
1241,2012-12-06,Strategic development,Nairobi,0
1242,2012-12-06,Strategic development,Nairobi,0
1243,2012-12-06,Riots/Protests,Nyamira,0
1244,2012-12-07,Riots/Protests,Narok,0
1245,2012-12-07,Riots/Protests,Nairobi,0
1246,2012-12-10,Riots/Protests,Embu,0
1247,2012-12-10,Riots/Protests,Nairobi,0
1248,2012-12-10,Remote violence,Nairobi,0
1249,2012-12-11,Riots/Protests,Trans Nzoia,0
1250,2013-01-01,Riots/Protests,Bomet,0
1251,2013-01-01,Violence against civilians,Laikipia,0
1252,2013-01-01,Riots/Protests,Kiambu,0
1253,2013-01-02,Riots/Protests,Migori,0
1254,2013-01-03,Strategic development,Kwale,0
1255,2013-01-03,Violence against civilians,Laikipia,1
1256,2013-01-03,Violence against civilians,Mandera,0
1257,2013-01-03,Violence against civilians,Kilifi,0
1258,2013-01-03,Violence against civilians,Kilifi,2
1259,2013-01-03,Violence against civilians,Kilifi,1
1260,2013-01-03,Battle-No change of territory,Mandera,4
1261,2013-01-04,Riots/Protests,Machakos,0
1262,2013-01-04,Riots/Protests,Bungoma,0
1263,2013-01-04,Riots/Protests,Kakamega,0
1264,2013-01-04,Riots/Protests,Busia,0
1265,2013-01-04,Violence against civilians,Migori,0
1266,2013-01-04,Remote violence,Nakuru,0
1267,2013-01-04,Violence against civilians,Meru,1
1268,2013-01-05,Riots/Protests,Elgeyo-Marakwet,0
1269,2013-01-05,Violence against civilians,Bungoma,3
1270,2013-01-05,Violence against civilians,Busia,2
1271,2013-01-05,Violence against civilians,Nairobi,0
1272,2013-01-07,Riots/Protests,Nairobi,0
1273,2013-01-08,Riots/Protests,Migori,0
1274,2013-01-09,Riots/Protests,Nairobi,0
1275,2013-01-09,Battle-No change of territory,Turkana,1
1276,2013-01-10,Violence against civilians,Embu,1
1277,2013-01-10,Battle-No change of territory,Kisumu,0
1278,2013-01-12,Violence against civilians,Kilifi,1
1279,2013-02-01,Riots/Protests,Nyeri,0
1280,2013-02-01,Violence against civilians,Baringo,0
1281,2013-02-02,Riots/Protests,Migori,0
1282,2013-02-02,Battle-No change of territory,Wajir,1
1283,2013-02-03,Violence against civilians,Laikipia,0
1284,2013-02-04,Riots/Protests,Nyeri,0
1285,2013-02-04,Battle-No change of territory,Garissa,3
1286,2013-02-04,Violence against civilians,Kajiado,1
1287,2013-02-04,Riots/Protests,Embu,0
1288,2013-02-05,Violence against civilians,Laikipia,1
1289,2013-02-06,Violence against civilians,Trans Nzoia,3
1290,2013-02-07,Riots/Protests,Nairobi,0
1291,2013-02-07,Battle-No change of territory,Homa Bay,0
1292,2013-02-08,Violence against civilians,Turkana,4
1293,2013-02-09,Violence against civilians,Narok,8
1294,2013-02-11,Riots/Protests,Kilifi,0
1295,2013-02-12,Violence against civilians,Kilifi,1
1296,2013-03-01,Riots/Protests,Mombasa,0
1297,2013-03-01,Violence against civilians,Kitui,1
1298,2013-03-01,Violence against civilians,Embu,1
1299,2013-03-02,Riots/Protests,West Pokot,0
1300,2013-03-02,Violence against civilians,Mombasa,0
1301,2013-03-02,Violence against civilians,Kilifi,0
1302,2013-03-02,Violence against civilians,Embu,1
1303,2013-03-02,Violence against civilians,Baringo,3
1304,2013-03-02,Battle-No change of territory,Baringo,4
1305,2013-03-03,Strategic development,Kilifi,0
1306,2013-03-03,Violence against civilians,Garissa,1
1307,2013-03-03,Violence against civilians,Mombasa,0
1308,2013-03-03,Violence against civilians,Kakamega,0
1309,2013-03-03,Strategic development,Kilifi,0
1310,2013-03-04,Riots/Protests,Nakuru,0
1311,2013-03-04,Riots/Protests,Uasin Gishu,0
1312,2013-03-04,Violence against civilians,Nairobi,0
1313,2013-03-05,Violence against civilians,Kilifi,1
1314,2013-03-06,Violence against civilians,Garissa,0
1315,2013-03-07,Riots/Protests,Mombasa,0
1316,2013-03-07,Violence against civilians,Machakos,15
1317,2013-03-07,Violence against civilians,Garissa,0
1318,2013-03-08,Riots/Protests,Nyandarua,0
1319,2013-03-09,Riots/Protests,Nyeri,0
1320,2013-03-09,Riots/Protests,Nairobi,0
1321,2013-03-09,Riots/Protests,Nairobi,0
1322,2013-03-09,Violence against civilians,Vihiga,4
1323,2013-03-10,Riots/Protests,Mombasa,0
1324,2013-03-10,Violence against civilians,Mombasa,4
1325,2013-03-10,Violence against civilians,Kiambu,1
1326,2013-03-11,Riots/Protests,Kilifi,0
1327,2013-03-11,Riots/Protests,Laikipia,1
1328,2013-03-11,Battle-No change of territory,Kisumu,3
1329,2013-03-12,Riots/Protests,Kiambu,0
1330,2013-03-12,Riots/Protests,Kitui,0
1331,2013-03-12,Riots/Protests,Uasin Gishu,0
1332,2013-03-12,Riots/Protests,Nairobi,0
1333,2013-03-12,Riots/Protests,Kilifi,0
1334,2013-03-12,Riots/Protests,Nyeri,0
1335,2013-03-12,Violence against civilians,Mombasa,3
1336,2013-04-01,Riots/Protests,Narok,0
1337,2013-04-01,Riots/Protests,Busia,0
1338,2013-04-01,Riots/Protests,Kakamega,0
1339,2013-04-01,Violence against civilians,Garissa,2
1340,2013-04-02,Battle-No change of territory,West Pokot,3
1341,2013-04-02,Riots/Protests,Nyeri,0
1342,2013-04-02,Battle-No change of territory,Garissa,1
1343,2013-04-03,Riots/Protests,Nakuru,0
1344,2013-04-03,Violence against civilians,Nyeri,0
1345,2013-04-03,Violence against civilians,Garissa,1
1346,2013-04-03,Violence against civilians,Kwale,2
1347,2013-04-03,Violence against civilians,Mombasa,0
1348,2013-04-03,Violence against civilians,Nairobi,1
1349,2013-04-03,Violence against civilians,Mandera,0
1350,2013-04-03,Violence against civilians,Nairobi,0
1351,2013-04-03,Violence against civilians,Kilifi,0
1352,2013-04-03,Battle-No change of territory,Mombasa,7
1353,2013-04-03,Battle-No change of territory,Kilifi,2
1354,2013-04-03,Battle-No change of territory,Mombasa,8
1355,2013-04-04,Riots/Protests,Nyeri,0
1356,2013-04-04,Riots/Protests,Elgeyo-Marakwet,0
1357,2013-04-04,Violence against civilians,Garissa,1
1358,2013-04-04,Violence against civilians,Turkana,1
1359,2013-04-04,Violence against civilians,Busia,1
1360,2013-04-04,Violence against civilians,Kitui,1
1361,2013-04-04,Riots/Protests,Machakos,0
1362,2013-04-05,Riots/Protests,Kilifi,0
1363,2013-04-05,Violence against civilians,Narok,2
1364,2013-04-07,Violence against civilians,Mombasa,0
1365,2013-04-09,Riots/Protests,Nairobi,0
1366,2013-04-09,Riots/Protests,Busia,0
1367,2013-04-09,Violence against civilians,Tana River,0
1368,2013-04-09,Violence against civilians,Turkana,1
1369,2013-04-10,Riots/Protests,Mombasa,4
1370,2013-04-11,Riots/Protests,Isiolo,0
1371,2013-04-11,Riots/Protests,Tana River,0
1372,2013-04-11,Violence against civilians,Turkana,1
1373,2013-04-12,Riots/Protests,Kakamega,0
1374,2013-04-12,Riots/Protests,Nandi,0
1375,2013-04-12,Battle-No change of territory,Marsabit,12
1376,2013-05-01,Riots/Protests,Narok,0
1377,2013-05-01,Riots/Protests,Kakamega,0
1378,2013-05-02,Riots/Protests,Kilifi,0
1379,2013-05-02,Riots/Protests,Mombasa,0
1380,2013-05-02,Riots/Protests,Busia,0
1381,2013-05-02,Violence against civilians,Homa Bay,1
1382,2013-05-02,Violence against civilians,Kajiado,1
1383,2013-05-02,Riots/Protests,Nakuru,0
1384,2013-05-02,Riots/Protests,Uasin Gishu,1
1385,2013-05-03,Riots/Protests,Nyeri,0
1386,2013-05-03,Remote violence,Nairobi,0
1387,2013-05-03,Strategic development,Kwale,0
1388,2013-05-03,Violence against civilians,Wajir,0
1389,2013-05-05,Violence against civilians,Narok,3
1390,2013-05-06,Riots/Protests,Mombasa,0
1391,2013-05-09,Riots/Protests,Nairobi,0
1392,2013-05-09,Battle-No change of territory,Mandera,0
1393,2013-05-09,Remote violence,Mandera,0
1394,2013-05-11,Violence against civilians,Laikipia,0
1395,2013-05-12,Battle-No change of territory,Marsabit,9
1396,2013-05-12,Violence against civilians,West Pokot,1
1397,2013-05-12,Violence against civilians,Kilifi,1
1398,2013-05-12,Violence against civilians,Kwale,1
1399,2013-05-12,Violence against civilians,Kwale,1
1400,2013-05-12,Violence against civilians,Muranga,0
1401,2013-06-01,Riots/Protests,Kakamega,0
1402,2013-06-02,Riots/Protests,Kiambu,0
1403,2013-06-02,Riots/Protests,Nairobi,0
1404,2013-06-02,Violence against civilians,Baringo,1
1405,2013-06-02,Riots/Protests,Homa Bay,0
1406,2013-06-03,Riots/Protests,Muranga,0
1407,2013-06-03,Riots/Protests,Kwale,0
1408,2013-06-03,Riots/Protests,Garissa,1
1409,2013-06-03,Strategic development,Mombasa,0
1410,2013-06-03,Riots/Protests,Nairobi,0
1411,2013-06-04,Riots/Protests,Kwale,0
1412,2013-06-04,Violence against civilians,Nairobi,3
1413,2013-06-04,Violence against civilians,Muranga,2
1414,2013-06-05,Riots/Protests,Kiambu,0
1415,2013-06-05,Violence against civilians,Bungoma,0
1416,2013-06-06,Violence against civilians,Mandera,2
1417,2013-06-08,Violence against civilians,Uasin Gishu,1
1418,2013-06-10,Riots/Protests,Kiambu,0
1419,2013-06-10,Violence against civilians,Kiambu,1
1420,2013-06-11,Riots/Protests,Kisumu,0
1421,2013-06-12,Battle-No change of territory,Marsabit,8
1422,2013-07-01,Riots/Protests,Kakamega,0
1423,2013-07-01,Riots/Protests,Isiolo,0
1424,2013-07-01,Riots/Protests,Kisumu,0
1425,2013-07-01,Riots/Protests,Nakuru,0
1426,2013-07-01,Riots/Protests,Nyandarua,0
1427,2013-07-01,Battle-No change of territory,Garissa,0
1428,2013-07-02,Violence against civilians,Garissa,1
1429,2013-07-02,Violence against civilians,Embu,0
1430,2013-07-03,Riots/Protests,Muranga,0
1431,2013-07-03,Riots/Protests,Embu,0
1432,2013-07-03,Riots/Protests,Kisumu,0
1433,2013-07-06,Violence against civilians,Nairobi,1
1434,2013-07-08,Riots/Protests,Marsabit,1
1435,2013-07-09,Riots/Protests,Uasin Gishu,0
1436,2013-07-09,Violence against civilians,Mandera,2
1437,2013-07-10,Riots/Protests,Bungoma,0
1438,2013-07-11,Riots/Protests,Nairobi,0
1439,2013-07-11,Battle-No change of territory,Mombasa,1
1440,2013-07-12,Battle-No change of territory,Marsabit,24
1441,2013-08-01,Riots/Protests,Kakamega,0
1442,2013-08-01,Riots/Protests,Muranga,0
1443,2013-08-01,Riots/Protests,Embu,0
1444,2013-08-01,Riots/Protests,Kilifi,0
1445,2013-08-01,Riots/Protests,Tana River,0
1446,2013-08-01,Battle-No change of territory,Baringo,10
1447,2013-08-02,Strategic development,Turkana,0
1448,2013-08-02,Violence against civilians,Turkana,10
1449,2013-08-04,Violence against civilians,Mombasa,0
1450,2013-08-05,Violence against civilians,Bungoma,1
1451,2013-08-06,Strategic development,Garissa,0
1452,2013-08-08,Riots/Protests,Narok,0
1453,2013-08-08,Violence against civilians,Meru,0
1454,2013-08-10,Riots/Protests,Kilifi,0
1455,2013-08-10,Violence against civilians,Tana River,0
1456,2013-08-11,Violence against civilians,Nairobi,2
1457,2013-08-12,Battle-No change of territory,West Pokot,0
1458,2013-09-01,Riots/Protests,Embu,0
1459,2013-09-01,Riots/Protests,Nairobi,0
1460,2013-09-01,Riots/Protests,Kakamega,0
1461,2013-09-01,Strategic development,Mandera,0
1462,2013-09-01,Violence against civilians,Tana River,8
1463,2013-09-01,Violence against civilians,Kilifi,0
1464,2013-09-01,Violence against civilians,Busia,1
1465,2013-09-01,Riots/Protests,Tana River,0
1466,2013-09-01,Riots/Protests,Kisumu,0
1467,2013-09-02,Riots/Protests,Meru,0
1468,2013-09-02,Violence against civilians,Nyeri,1
1469,2013-09-03,Riots/Protests,Nairobi,0
1470,2013-09-03,Riots/Protests,Kisumu,0
1471,2013-09-03,Riots/Protests,Trans Nzoia,0
1472,2013-09-04,Riots/Protests,Nakuru,0
1473,2013-09-05,Violence against civilians,Kiambu,1
1474,2013-09-06,Violence against civilians,Mombasa,0
1475,2013-09-06,Violence against civilians,Nairobi,0
1476,2013-09-08,Riots/Protests,Narok,0
1477,2013-10-01,Riots/Protests,Migori,0
1478,2013-10-01,Riots/Protests,Kakamega,0
1479,2013-10-01,Violence against civilians,Kiambu,0
1480,2013-10-01,Violence against civilians,Tana River,11
1481,2013-10-01,Riots/Protests,Kisii,0
1482,2013-10-01,Riots/Protests,Kwale,0
1483,2013-10-02,Riots/Protests,Kilifi,0
1484,2013-10-02,Violence against civilians,Turkana,1
1485,2013-10-03,Battle-No change of territory,Nairobi,0
1486,2013-10-04,Riots/Protests,Migori,0
1487,2013-10-04,Riots/Protests,Machakos,0
1488,2013-10-04,Violence against civilians,Nandi,1
1489,2013-10-04,Riots/Protests,Migori,0
1490,2013-10-04,Battle-No change of territory,Nairobi,1
1491,2013-10-05,Riots/Protests,Nairobi,0
1492,2013-10-05,Battle-No change of territory,Mandera,7
1493,2013-10-05,Battle-No change of territory,Garissa,1
1494,2013-10-08,Riots/Protests,Narok,0
1495,2013-10-08,Violence against civilians,Uasin Gishu,1
1496,2013-10-08,Violence against civilians,Nairobi,5
1497,2013-10-09,Violence against civilians,Kisumu,1
1498,2013-10-10,Riots/Protests,Nairobi,0
1499,2013-10-11,Battle-No change of territory,Kilifi,0
1500,2013-10-12,Riots/Protests,Kisumu,0
1501,2013-10-12,Battle-No change of territory,Garissa,5
1502,2013-10-12,Violence against civilians,Garissa,3
1503,2013-10-12,Riots/Protests,Nairobi,0
1504,2013-11-01,Riots/Protests,Kiambu,0
1505,2013-11-01,Riots/Protests,Kiambu,0
1506,2013-11-01,Violence against civilians,Uasin Gishu,0
1507,2013-11-01,Violence against civilians,Wajir,2
1508,2013-11-01,Riots/Protests,Kisii,0
1509,2013-11-01,Strategic development,Garissa,0
1510,2013-11-01,Battle-No change of territory,Garissa,1
1511,2013-11-03,Riots/Protests,Kiambu,0
1512,2013-11-03,Battle-No change of territory,Bomet,0
1513,2013-11-04,Riots/Protests,Kisumu,0
1514,2013-11-04,Violence against civilians,Busia,1
1515,2013-11-05,Battle-No change of territory,Mandera,2
1516,2013-11-05,Battle-No change of territory,Mandera,0
1517,2013-11-06,Riots/Protests,Nairobi,0
1518,2013-11-06,Battle-No change of territory,Nairobi,1
1519,2013-11-06,Violence against civilians,Mandera,6
1520,2013-11-08,Riots/Protests,Narok,0
1521,2013-11-08,Riots/Protests,Kilifi,0
1522,2013-11-08,Violence against civilians,Embu,1
1523,2013-11-08,Violence against civilians,Turkana,7
1524,2013-11-09,Riots/Protests,Nairobi,0
1525,2013-11-10,Battle-No change of territory,Kajiado,0
1526,2013-11-11,Battle-No change of territory,Nairobi,1
1527,2013-12-01,Violence against civilians,Tana River,0
1528,2013-12-02,Battle-No change of territory,Mandera,0
1529,2013-12-03,Riots/Protests,Embu,0
1530,2013-12-03,Battle-No change of territory,Kisii,1
1531,2013-12-03,Riots/Protests,Nairobi,0
1532,2013-12-04,Violence against civilians,Laikipia,4
1533,2013-12-05,Strategic development,Mombasa,0
1534,2013-12-06,Riots/Protests,Busia,0
1535,2013-12-08,Riots/Protests,Narok,0
1536,2013-12-08,Violence against civilians,Taita Taveta,1
1537,2013-12-08,Riots/Protests,Uasin Gishu,0
1538,2013-12-08,Battle-No change of territory,Uasin Gishu,0
1539,2013-12-09,Violence against civilians,Kisumu,1
1540,2013-12-12,Violence against civilians,Mombasa,0
1541,2014-01-01,Violence against civilians,Muranga,0
1542,2014-01-03,Violence against civilians,West Pokot,2
1543,2014-01-04,Violence against civilians,Mombasa,1
1544,2014-01-05,Battle-No change of territory,Mandera,2
1545,2014-01-05,Violence against civilians,Mandera,0
1546,2014-01-06,Riots/Protests,Mandera,0
1547,2014-01-06,Riots/Protests,Kwale,0
1548,2014-01-06,Battle-No change of territory,Mandera,2
1549,2014-01-06,Violence against civilians,Garissa,1
1550,2014-01-07,Riots/Protests,Nakuru,0
1551,2014-01-07,Riots/Protests,Busia,0
1552,2014-01-07,Violence against civilians,Kakamega,1
1553,2014-01-07,Violence against civilians,Garissa,1
1554,2014-01-11,Riots/Protests,Kiambu,0
1555,2014-01-11,Violence against civilians,Tana River,1
1556,2014-01-11,Battle-No change of territory,Baringo,24
1557,2014-01-12,Remote violence,Mandera,36
1558,2014-01-12,Remote violence,Wajir,1
1559,2014-02-01,Violence against civilians,Kwale,0
1560,2014-02-02,Battle-No change of territory,Mombasa,3
1561,2014-02-02,Riots/Protests,Mombasa,0
1562,2014-02-07,Violence against civilians,Narok,1
1563,2014-02-07,Violence against civilians,Nakuru,1
1564,2014-02-09,Riots/Protests,Bungoma,0
1565,2014-02-09,Riots/Protests,Muranga,0
1566,2014-02-10,Riots/Protests,Nyeri,0
1567,2014-02-11,Battle-No change of territory,Mombasa,6
1568,2014-03-02,Riots/Protests,Mombasa,0
1569,2014-03-02,Riots/Protests,Mombasa,0
1570,2014-03-03,Riots/Protests,Bungoma,0
1571,2014-03-03,Battle-No change of territory,Nakuru,0
1572,2014-03-04,Battle-No change of territory,Garissa,0
1573,2014-03-05,Remote violence,Mombasa,4
1574,2014-03-06,Riots/Protests,Nakuru,0
1575,2014-03-06,Violence against civilians,Kiambu,1
1576,2014-03-07,Riots/Protests,Meru,0
